identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,evse_id,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
LSB-00404…407,way,way/1366070737,EMEL,8,0.0,yes,,24/7,Mobi.E,8,176.0,no,0,0.0,176.0,,,,,,8,22.0,,,,
LSB-00404…407 / LSB-00405,child_point,child/node/9281311309,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*00405*01;PT*EML*E*LSB*00405*02,,,,,2,22.0,,,,
LSB-00404…407 / LSB-00404,child_point,child/node/9284214395,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*00404*01;PT*EML*E*LSB*00404*02,,,,,2,22.0,,,,
LSB-00404…407 / LSB-00407,child_point,child/node/12650705744,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*00407*01;PT*EML*E*LSB*00407*02,,,,,2,22.0,,,,
LSB-00404…407 / LSB-00406,child_point,child/node/12650705745,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*00406*01;PT*EML*E*LSB*00406*02,,,,,2,22.0,,,,
LSB-00584…586,way,way/1366071910,EMEL,6,0.0,yes,,24/7,Mobi.E,6,44.4,no,0,0.0,44.4,,,,,,6,7.4,,,,
LSB-00584…586 / LSB-00584,child_point,child/node/11051701405,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EML*E*LSB*00584*01;PT*EML*E*LSB*00584*02,,,,,2,7.4,,,,
LSB-00584…586 / LSB-00586,child_point,child/node/12650722991,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EML*E*LSB*00586*01;PT*EML*E*LSB*00586*02,,,,,2,7.4,,,,
LSB-00584…586 / LSB-00585,child_point,child/node/12650722992,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EML*E*LSB*00585*01;PT*EML*E*LSB*00585*02,,,,,2,7.4,,,,
LSB-00441…443/723…725,way,way/1366073969,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,6,22.0,,,,
LSB-00441…443/723…725 / LSB-00441,child_point,child/node/9458380041,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00441*1,,,,,1,22.0,,,,
LSB-00441…443/723…725 / LSB-00725,child_point,child/node/12650747032,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00725*01,,,,,1,22.0,,,,
LSB-00441…443/723…725 / LSB-00724,child_point,child/node/12650747033,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00724*01,,,,,1,22.0,,,,
LSB-00441…443/723…725 / LSB-00723,child_point,child/node/12650747034,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00723*01,,,,,1,22.0,,,,
LSB-00441…443/723…725 / LSB-00443,child_point,child/node/12650747035,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00443*1,,,,,1,22.0,,,,
LSB-00441…443/723…725 / LSB-00442,child_point,child/node/12650747036,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00442*1,,,,,1,22.0,,,,
LSB-00306…308/754…756,way,way/1366074208,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,6,22.0,,,,
LSB-00306…308/754…756 / LSB-00306,child_point,child/node/8421214394,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00306*1,,,,,1,22.0,,,,
LSB-00306…308/754…756 / LSB-00756,child_point,child/node/12650760002,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00756*01,,,,,1,22.0,,,,
LSB-00306…308/754…756 / LSB-00755,child_point,child/node/12650760003,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00755*01,,,,,1,22.0,,,,
LSB-00306…308/754…756 / LSB-00754,child_point,child/node/12650760004,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00754*01,,,,,1,22.0,,,,
LSB-00306…308/754…756 / LSB-00308,child_point,child/node/12650760005,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00308*1,,,,,1,22.0,,,,
LSB-00306…308/754…756 / LSB-00307,child_point,child/node/12650760006,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00307*1,,,,,1,22.0,,,,
LSB-00170…173/746/747,way,way/1366074593,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,6,22.0,,,,
LSB-00170…173/746/747 / LSB-00170,child_point,child/node/8308928718,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00170*1,,,,,1,22.0,,,,
LSB-00170…173/746/747 / LSB-00747,child_point,child/node/12650743232,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00747*01,,,,,1,22.0,,,,
LSB-00170…173/746/747 / LSB-00746,child_point,child/node/12650743233,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00746*01,,,,,1,22.0,,,,
LSB-00170…173/746/747 / LSB-00173,child_point,child/node/12650743234,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00173*1,,,,,1,22.0,,,,
LSB-00170…173/746/747 / LSB-00172,child_point,child/node/12650743235,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00172*1,,,,,1,22.0,,,,
LSB-00170…173/746/747 / LSB-00171,child_point,child/node/12650743236,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00171*1,,,,,1,22.0,,,,
LSB-00748…753,way,way/1366075544,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,,,6,22.0,,
LSB-00748…753 / LSB-00748,child_point,child/node/12319424267,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00748*01,,,,,,,1,22.0,,
LSB-00748…753 / LSB-00753,child_point,child/node/12650759695,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00753*01,,,,,,,1,22.0,,
LSB-00748…753 / LSB-00752,child_point,child/node/12650759696,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00752*01,,,,,,,1,22.0,,
LSB-00748…753 / LSB-00751,child_point,child/node/12650759697,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00751*01,,,,,,,1,22.0,,
LSB-00748…753 / LSB-00750,child_point,child/node/12650759698,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00750*01,,,,,,,1,22.0,,
LSB-00748…753 / LSB-00749,child_point,child/node/12650759699,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00749*01,,,,,,,1,22.0,,
LSB-00232…237,way,way/1366075545,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,6,22.0,,,,
LSB-00232…237 / LSB-00232,child_point,child/node/8104970684,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00232*1,,,,,1,22.0,,,,
LSB-00232…237 / LSB-00237,child_point,child/node/12650777604,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00237*1,,,,,1,22.0,,,,
LSB-00232…237 / LSB-00236,child_point,child/node/12650777605,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00236*1,,,,,1,22.0,,,,
LSB-00232…237 / LSB-00235,child_point,child/node/12650777606,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00235*1,,,,,1,22.0,,,,
LSB-00232…237 / LSB-00234,child_point,child/node/12650777607,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00234*1,,,,,1,22.0,,,,
LSB-00232…237 / LSB-00233,child_point,child/node/12650777608,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00233*1,,,,,1,22.0,,,,
GRD-00024/25,way,way/1366185659,Powerdot,4,211.0,yes,,24/7,Mobi.E,5,621.0,no,1,0.0,211.0,,1,50.0,,,1,11.0,,,3,200.0
GRD-00024/25 / GRD-00024,child_point,child/node/11070119292,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,210.0,no,0,0.0,210.0,PT*HRZ*E*GRD*00024*03;PT*HRZ*E*GRD*00024*04,1,50.0,,,,,,,1,160.0
GRD-00024/25 / GRD-00024,child_point,child/node/12651955893,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,400.0,no,0,0.0,400.0,PT*HRZ*E*GRD*00024*01;PT*HRZ*E*GRD*00024*02,,,,,,,,,2,200.0
GRD-00024/25 / GRD-00025,child_point,child/node/12651955894,Powerdot,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,PT*HRZ*E*GRD*00025*1,,,,,1,11.0,,,,
LSB-?????,way,way/1367159051,unknown,10,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-10,0.0,0.0,,,,,,,,,,,
LSB-????? / LSB-?????,child_point,child/node/12660760557,unknown,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
LSB-????? / LSB-?????,child_point,child/node/12660760558,unknown,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
LSB-????? / LSB-?????,child_point,child/node/12660760559,unknown,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
LSB-????? / LSB-?????,child_point,child/node/12660760560,unknown,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
LSB-????? / LSB-?????,child_point,child/node/12660760565,unknown,2,0.0,yes,no,24/7,Mobi.E,0,0.0,yes,-2,0.0,0.0,,,,,,,,,,,
ABF-00012/13,way,way/1367171528,Galp Power,4,0.0,yes,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,,,,,,4,22.0,,,,
ABF-00012/13 / ABF-00013,child_point,child/node/7750060613,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EABF*00013*01;PT*GLP*EABF*00013*02,,,,,2,22.0,,,,
ABF-00012/13 / ABF-00012,child_point,child/node/12660874660,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EABF*00012*01;PT*GLP*EABF*00012*02,,,,,2,22.0,,,,
VNG-00129…131/145…149,way,way/1367181252,High Green Power,8,0.0,yes,,24/7,Mobi.E,9,181.0,no,1,50.0,131.0,,1,50.0,,,7,22.0,,,1,50.0
VNG-00129…131/145…149 / VNG-00130,child_point,child/node/11275817603,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*HGP*E*VNG*00130*01,,,,,1,22.0,,,,
VNG-00129…131/145…149 / VNG-00129,child_point,child/node/11275817604,High Green Power,1,0.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,PT*HGP*E*VNG*00129*01;PT*HGP*E*VNG*00129*02,1,50.0,,,,,,,1,50.0
VNG-00129…131/145…149 / VNG-00145,child_point,child/node/11429979672,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HGP*E*VNG*00145*01,,,,,1,7.4,,,,
VNG-00129…131/145…149 / VNG-00149,child_point,child/node/12660987617,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HGP*E*VNG*00149*01,,,,,1,7.4,,,,
VNG-00129…131/145…149 / VNG-00148,child_point,child/node/12660987618,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HGP*E*VNG*00148*01,,,,,1,7.4,,,,
VNG-00129…131/145…149 / VNG-00146,child_point,child/node/12660987619,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HGP*E*VNG*00146*01,,,,,1,7.4,,,,
VNG-00129…131/145…149 / VNG-00147,child_point,child/node/12660987620,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*HGP*E*VNG*00147*01,,,,,1,7.4,,,,
VNG-00129…131/145…149 / VNG-00131,child_point,child/node/12660987621,High Green Power,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*HGP*E*VNG*00131*01,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733,way,way/1367421277,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,6,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00161,child_point,child/node/8308985789,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00161*1,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00733,child_point,child/node/12663502072,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00733*01,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00732,child_point,child/node/12663502073,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00732*01,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00165,child_point,child/node/12663502074,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00165*1,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00164,child_point,child/node/12663502075,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00164*1,,,,,1,22.0,,,,
LSB-00161/162/164/165/732/733 / LSB-00162,child_point,child/node/12663502076,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00162*1,,,,,1,22.0,,,,
LSB-00156…158/729…731,way,way/1367979027,Maksu Services,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,,,,,,3,22.0,3,22.0,,
LSB-00156…158/729…731 / LSB-00156,child_point,child/node/8105019897,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00156*1,,,,,1,22.0,,,,
LSB-00156…158/729…731 / LSB-00731,child_point,child/node/12668963020,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00731*01,,,,,,,1,22.0,,
LSB-00156…158/729…731 / LSB-00730,child_point,child/node/12668963021,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00730*01,,,,,,,1,22.0,,
LSB-00156…158/729…731 / LSB-00729,child_point,child/node/12668963022,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00729*01,,,,,,,1,22.0,,
LSB-00156…158/729…731 / LSB-00158,child_point,child/node/12668963023,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00158*1,,,,,1,22.0,,,,
LSB-00156…158/729…731 / LSB-00157,child_point,child/node/12668963024,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00157*1,,,,,1,22.0,,,,
LSB-00245…247/734…739,way,way/1367990975,Maksu Services,9,0.0,yes,,24/7,Mobi.E,9,198.0,no,0,0.0,198.0,,,,,,3,22.0,6,22.0,,
LSB-00245…247/734…739 / LSB-00245,child_point,child/node/8303954109,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00245*1,,,,,1,22.0,,,,
LSB-00245…247/734…739 / LSB-00734,child_point,child/node/12319659457,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00734*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00739,child_point,child/node/12669096405,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00739*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00738,child_point,child/node/12669096406,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00738*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00737,child_point,child/node/12669096407,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00737*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00736,child_point,child/node/12669096408,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00736*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00735,child_point,child/node/12669096409,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00735*01,,,,,,,1,22.0,,
LSB-00245…247/734…739 / LSB-00247,child_point,child/node/12669096410,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00247*1,,,,,1,22.0,,,,
LSB-00245…247/734…739 / LSB-00246,child_point,child/node/12669096411,Maksu Services,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*MAK*E*LSB*00246*1,,,,,1,22.0,,,,
LSB-00098/104/393…398,way,way/1367993159,EMEL,15,712.0,yes,,24/7,Mobi.E,22,909.4,no,7,258.0,712.0,,6,50.0,,,4,22.0,6,43.0,6,50.0
LSB-00098/104/393…398 / LSB-00104,child_point,child/node/8009690297,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*00104*01;PT*EML*E*LSB*00104*02,,,,,2,22.0,,,,
LSB-00098/104/393…398 / LSB-00098,child_point,child/node/8009690298,EMEL,1,50.0,yes,no,24/7,Mobi.E,0,0.0,yes,-1,0.0,50.0,PT*EML*E*LSB*00098*01;PT*EML*E*LSB*00098*02,,,,,,,,,,
LSB-00098/104/393…398 / LSB-00393,child_point,child/node/8512876812,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00393*01;PT*EML*E*LSB*00393*02;PT*EML*E*LSB*00393*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-00398,child_point,child/node/12669112416,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00398*01;PT*EML*E*LSB*00398*02;PT*EML*E*LSB*00398*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-00397,child_point,child/node/12669112417,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00397*01;PT*EML*E*LSB*00397*02;PT*EML*E*LSB*00397*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-00396,child_point,child/node/12669112418,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00396*01;PT*EML*E*LSB*00396*02;PT*EML*E*LSB*00396*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-00395,child_point,child/node/12669112419,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00395*01;PT*EML*E*LSB*00395*02;PT*EML*E*LSB*00395*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-00394,child_point,child/node/12669112420,EMEL,2,103.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,103.0,PT*EML*E*LSB*00394*01;PT*EML*E*LSB*00394*02;PT*EML*E*LSB*00394*03,1,50.0,,,,,1,43.0,1,50.0
LSB-00098/104/393…398 / LSB-91101,child_point,child/node/12669137804,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91101*01;PT*GLP*ELSB*91101*02,,,,,2,3.7,,,,
LSB-91101,way,way/1367995220,Galp Power,6,0.0,yes,,24/7,Mobi.E,4,14.8,no,-2,0.0,14.8,,,,,,4,3.7,,,,
LSB-91101 / LSB-91101,child_point,child/node/3724919252,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91101*05;PT*GLP*ELSB*91101*06,,,,,2,3.7,,,,
LSB-91101 / LSB-91101,child_point,child/node/12669137805,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91101*03;PT*GLP*ELSB*91101*04,,,,,2,3.7,,,,
LSB-91100,way,way/1367995221,Galp Power,6,0.0,yes,,24/7,Mobi.E,6,22.2,no,0,0.0,22.2,,,,,,6,3.7,,,,
LSB-91100 / LSB-91100,child_point,child/node/3724919251,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91100*05;PT*GLP*ELSB*91100*06,,,,,2,3.7,,,,
LSB-91100 / LSB-91100,child_point,child/node/12669137808,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91100*01;PT*GLP*ELSB*91100*02,,,,,2,3.7,,,,
LSB-91100 / LSB-91100,child_point,child/node/12669137809,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*91100*03;PT*GLP*ELSB*91100*04,,,,,2,3.7,,,,
LSB-91090,way,way/1367997212,EDP,6,0.0,yes,,24/7,Mobi.E,6,22.2,no,0,0.0,22.2,,,,,,6,3.7,,,,
LSB-91090 / LSB-91090,child_point,child/node/8149363332,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*91090*1;PT*EDP*E*LSB*91090*2,,,,,2,3.7,,,,
LSB-91090 / LSB-91090,child_point,child/node/12669135142,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*91090*5;PT*EDP*E*LSB*91090*6,,,,,2,3.7,,,,
LSB-91090 / LSB-91090,child_point,child/node/12669135143,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*91090*3;PT*EDP*E*LSB*91090*4,,,,,2,3.7,,,,
LSB-90018,way,way/1368117932,Galp Power,6,0.0,yes,,24/7,Mobi.E,6,22.2,no,0,0.0,22.2,,,,,,6,3.7,,,,
LSB-90018 / LSB-90018,child_point,child/node/3708190939,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*90018*01;PT*GLP*ELSB*90018*02,,,,,2,3.7,,,,
LSB-90018 / LSB-90018,child_point,child/node/12670309874,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*90018*05;PT*GLP*ELSB*90018*06,,,,,2,3.7,,,,
LSB-90018 / LSB-90018,child_point,child/node/12670309875,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*GLP*ELSB*90018*03;PT*GLP*ELSB*90018*04,,,,,2,3.7,,,,
LSB-90531,way,way/1368118491,EDP,6,0.0,yes,,24/7,Mobi.E,6,22.2,no,0,0.0,22.2,,,,,,6,3.7,,,,
LSB-90531 / LSB-90531,child_point,child/node/3708190941,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*90531*03;PT*EDP*E*LSB*90531*04,,,,,2,3.7,,,,
LSB-90531 / LSB-90531,child_point,child/node/12670266742,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*90531*05;PT*EDP*E*LSB*90531*06,,,,,2,3.7,,,,
LSB-90531 / LSB-90531,child_point,child/node/12670266743,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*EDP*E*LSB*90531*01;PT*EDP*E*LSB*90531*02,,,,,2,3.7,,,,
LSB-90530,way,way/1368118492,Powerdot,6,0.0,yes,,24/7,Mobi.E,6,22.2,no,0,0.0,22.2,,,,,,6,3.7,,,,
LSB-90530 / LSB-90530,child_point,child/node/3708190940,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*HRZ*E*LSB*90530*01;PT*HRZ*E*LSB*90530*02,,,,,2,3.7,,,,
LSB-90530 / LSB-90530,child_point,child/node/12670266746,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*HRZ*E*LSB*90530*05;PT*HRZ*E*LSB*90530*06,,,,,2,3.7,,,,
LSB-90530 / LSB-90530,child_point,child/node/12670266747,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,PT*HRZ*E*LSB*90530*03;PT*HRZ*E*LSB*90530*04,,,,,2,3.7,,,,
VFR-00082,way,way/1368122455,Atlante,2,0.0,yes,,24/7,Mobi.E,2,150.0,no,0,0.0,150.0,,1,50.0,,,,,,,1,100.0
